Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,DistbLevel,TotalEnvSteps,Time,FPS
1,-155.7734375,29.962151335317188,-393.0311,-125.19648,89.73595505617978,52.0,228.0,-0.029271747589111326,-0.5828341,0.4540105,-11.172388671875,-53.553375,-0.66677606,11.17238998413086,157.99537658691406,-0.19194602966308594,-72.0377426147461,0.7436313033103943,0.0015538021689280868,80.0,27751,0.9855343699455261,0.0003,-94.0997314453125,16.495351791381836,0.508999994180536,1.0,32000,236,135
2,-165.8806462020649,44.5768307776909,-455.30594,-124.46701,94.21828908554572,54.0,225.0,-2.63643115234375,-9.338632,9.058902,-1.1508438720703125,-14.883129,11.438168,1.150843858718872,13.212900161743164,-0.06475818157196045,-8.291388511657715,0.740358293056488,0.0017373032169416547,80.0,27751,0.9927247762680054,0.000299,-96.32244873046875,19.462326049804688,0.5073366646451225,1.0,64000,499,121
3,-163.8648302801724,51.988701386350094,-598.9889,-125.65124,91.94540229885058,48.0,294.0,-3.3924833984375,-8.999888,7.6141367,-0.6675827026367187,-11.089453,5.1072063,0.667582631111145,2.994220018386841,-0.02584749460220337,-1.961364984512329,0.7370739579200745,0.001536983298137784,80.0,27751,0.9943052530288696,0.000298,-97.22650146484375,21.031911849975586,0.5056733452856872,1.0,96000,759,122
4,-165.97134643916914,56.059104036727106,-743.1244,-121.79323,94.89317507418397,54.0,333.0,-3.999125,-8.266,4.553009,-0.2885048522949219,-7.0810738,4.2403865,0.28850480914115906,1.198907732963562,-0.015125662088394165,-0.7390156984329224,0.73377925157547,0.0014952757628634572,80.0,27751,0.9954003095626831,0.00029699999999999996,-97.64176940917969,22.076982498168945,0.504010011618452,1.0,128000,1087,97
5,-179.98510061919504,144.13950930405883,-2514.19,-124.05021,98.84210526315789,53.0,500.0,-4.0083193359375,-7.440435,2.1685221,-0.2130009002685547,-10.282569,2.4639423,0.21300087869167328,0.991705060005188,-0.015061378479003906,-0.5992575883865356,0.7304736375808716,0.001436348189599812,80.0,27751,0.9953973889350891,0.000296,-99.55034637451172,33.13067626953125,0.5023466697765746,1.0,160000,1354,119
6,-182.151857028754,91.5514049286462,-1329.4752,-123.42133,101.93610223642173,54.0,377.0,-4.18069775390625,-6.9811196,0.8564738,0.3040899658203125,-3.9968271,3.5624266,-0.3040899634361267,0.5543700456619263,-0.009001046419143677,-0.31501147150993347,0.7271569967269897,0.00115522975102067,80.0,27751,1.0020843744277954,0.00029499999999999996,-100.53106689453125,33.743804931640625,0.5006833261702077,1.0,192000,1606,126
7,-195.61445567810458,174.37013633201198,-2955.8157,-123.95713,104.51633986928104,56.0,500.0,-3.74707666015625,-7.038867,1.0427877,0.19591885375976562,-6.443491,3.0098612,-0.19591882824897766,0.4421365261077881,-0.009136989712715149,-0.23810414969921112,0.7238293290138245,0.001214692834764719,80.0,27751,1.0010288953781128,0.000294,-102.48340606689453,40.95248794555664,0.4990199874853069,1.0,224000,1851,130
8,-203.67937077702703,215.98572744387408,-2857.0183,-127.27088,107.97297297297297,55.0,500.0,-3.48227783203125,-5.1351967,1.3735852,0.26764309692382815,-7.5354805,2.276626,-0.2676430940628052,0.47757330536842346,-0.008943021297454834,-0.3192811906337738,0.720490574836731,0.001042854506522417,80.0,27751,1.003326177597046,0.00029299999999999997,-104.55281829833984,50.08088684082031,0.4973566606824231,1.0,256000,2093,132
9,-202.10977359693877,163.13095194656714,-1959.7428,-117.16571,108.63945578231292,49.0,500.0,-3.196607421875,-5.3358455,0.25979286,0.32736590576171876,-2.6012325,2.545993,-0.327365905046463,0.2804161012172699,-0.006215095520019531,-0.17207767069339752,0.7171405553817749,0.000931735965423286,80.0,27751,1.0060794353485107,0.000292,-105.8449935913086,52.07151794433594,0.4956933234498547,1.0,288000,2336,131
10,-202.48400170648463,220.62000750908922,-3665.8484,-128.27208,108.89761092150171,61.0,500.0,-2.818594482421875,-5.0153184,0.76782835,0.256497314453125,-5.8681445,2.749151,-0.256497323513031,0.2765074670314789,-0.005630612373352051,-0.1749991923570633,0.7137795686721802,0.0008407815475948155,80.0,27751,1.0045158863067627,0.00029099999999999997,-106.96025085449219,57.48814392089844,0.49403001303756583,1.0,320000,2585,128
11,-194.23911181478405,98.14604515415786,-1123.107,-114.85684,105.9734219269103,52.0,382.0,-2.5190556640625,-3.95099,-0.5260922,0.23751844787597656,-1.9047399,1.9269353,-0.23751844465732574,0.12329136580228806,-0.003483593463897705,-0.06566834449768066,0.7104068398475647,0.0008547859615646303,80.0,27751,1.0051040649414062,0.00029,-107.31050872802734,56.08579635620117,0.4923666785278051,1.0,352000,2841,124
12,-217.9003504922945,273.4285486793153,-3007.788,-128.16463,109.54794520547945,50.0,500.0,-2.2808974609375,-4.962359,2.4870276,0.09148738098144531,-5.497491,1.6175908,-0.09148737788200378,0.22319519519805908,-0.006555676460266113,-0.12456513196229935,0.707023024559021,0.001165238325484097,80.0,27751,1.0008282661437988,0.000289,-109.06790924072266,62.72016525268555,0.49070332856195675,1.0,384000,3092,127
13,-228.66630651595744,303.45318729489827,-3001.897,-126.4982,113.23404255319149,55.0,500.0,-2.18780859375,-5.939104,-0.16516966,0.09235391998291016,-3.6972263,1.5683235,-0.0923539251089096,0.19614790380001068,-0.005983434617519379,-0.10082163661718369,0.7036275267601013,0.0010329303331673145,80.0,27751,1.0012552738189697,0.00028799999999999995,-110.97563171386719,69.78741455078125,0.48904000119877045,1.0,416000,3341,128
14,-190.64929118377484,89.25604956587514,-1051.4011,-123.754265,105.53973509933775,50.0,359.0,-1.942224365234375,-3.9753387,0.6019998,0.15775714111328126,-2.1136742,1.6435254,-0.15775714814662933,0.068178191781044,-0.0024462491273880005,-0.03033060021698475,0.7002204656600952,0.000846391951199621,80.0,27751,1.0040383338928223,0.000287,-110.81929779052734,67.96470642089844,0.48737667626760073,1.0,448000,3596,125
15,-183.9799251618123,66.12325758895093,-520.562,-127.30853,102.96116504854369,56.0,284.0,-1.76693212890625,-4.0731864,0.7484488,0.10471001434326171,-2.1314435,2.5257316,-0.10471000522375107,0.04921387881040573,-0.00212966650724411,-0.017170747742056847,0.6968018412590027,0.0008846771088428795,80.0,27751,1.0027745962142944,0.00028599999999999996,-110.46099090576172,66.1021499633789,0.4857133342600456,1.0,480000,3824,140
